date,time
,3456
,3504
,3496
,3519
,3544
,3569
,3592
,3539
,3483
,3470
,3622
,3668
,3648
,3616
,3655
,3641
,3618
,3617
,3678
,3608
,3633
,3659
,3655
,3670
,3674
,3596
,3586
,3460
,3346
,3391
,3417
,3412
,3440
,3442
,3458
,3422
,3374
,3447
,3426
,3423
,3393
,3338
,3307
,3299
,3319
,3193
,3172
,3073
,3068
,3103
,3150
,3151
,3164
,3213
,3160
,3122
,3205
,3183
,3082
,3229
,3224
,3243
,3257
,3175
,3218
,3194
,3180
,3208
,3236
,3085
,3092
,3123
,3388
,3653
,3788
,3811
,4006
,3995
,4001
,3956
,3938
,3970
,3944
,3757
,3711
,3782
,3757
,3649
,3730
,3844
,3792
,3763
,4051
,4184
,4133
,4042
,4042
,4021
,3994
,3878
,3914
,4035
,4030
,3959
,3748
,3599
,3751
,3975
,3927
,4080
,4317
,4280
,4297
,4457
,4721
,4692
,4578
,4744
,4967
,4984
,5030
,5177
,5178
,5122
,5164
,5147
,5147
,5052
,4948
,4942
,4912
,4830
,4698
,4987
,4958
,4912
,4815
,4658
,4530
,4521
,4418
,4325
,4367
,4398
,4416
,4335 
,4207 
,4214 
,4376 
,4489 
,4488 
,4507 
,4500 
,4572 
,4530 
,4416 
,4444 
,4400 
,4294 
,4356 
,4317 
,4195 
,4175 
,4168 
,4128 
,4040 
,4016 
,4000 
,3962 
,3864 
,3835 
,3817 
,3836 
,3796 
,3710 
,3707 
,3693 
,3716 
,3688 
,3632 
,3601 
,3578 
,3504 
,3449 
,3391 
,3360 
,3325 
,3310 
,3308 
,3267 
,3267 
,3287 
,3318 
,3337 
,3325 
,3301 
,3257 
,3256 
,3229 
,3237 
,3182 
,3166 
,3142 
,3119 
,3130 
,3251 
,3239 
,3208 
,3175 
,3289 
,3287 
,3355 
,3390 
,3385 
,3407 
,3352 
,3337 
,3190 
,3262 
,3400 
,3337 
,3268 
,3259 
,3275 
,3405 
,3382 
,3375 
,3394 
,3369 
,3239 
,3190 
,3224 
,3164 
,3073 
,3051 
,3137 
,3190 
,3118 
,3090 
,3077 
,3022 
,2960 
,2963 
,2966 
,2947 
,3091 
,3042 
,2978 
,2901 
,2824 
,2777 
,2721 
,2683 
,2631 
,2605 
,2568 
,2547 
,2488 
,2458 
,2461 
,2477 
,2509 
,2481 
,2508 
,2495 
,2509 
,2474 
,2454 
,2427 
,2434 
,2435 
,2437 
,2424 
,2397 
,2382 
,2338 
,2294 
,2315 
,2330 
,2352 
,2362 
,2358 
,2361 
,2390 
,2375 
,2381 
,2367 
,2386 
,2391 
,2383 
,2365 
,2363 
,2350 
,2365 
,2346 
,2312 
,2324 
,2332 
,2320 
,2309 
,2348 
,2340 
,2332 
,2344 
,2322 
,2332 
,2328 
,2308 
,2291 
,2268 
,2236 
,2219 
,2219 
,2217 
,2233 
,2242 
,2243 
,2240 
,2249 
,2246 
,2242 
,2231 
,2231 
,2231 
,2223 
,2226 
,2200 
,2221 
,2224 
,2227 
,2224 
,2219 
,2202 
,2195 
,2194 
,2182 
,2127 
,2108 
,2088 
,2078 
,2062 
,2067 
,2063 
,2075 
,2070 
,2067 
,2052 
,2046 
,2062 
,2064 
,2064 
,2065 
,2067 
,2061 
,2053 
,2052 
,2044 
,2041 
,2031 
,2035 
,2033 
,2027 
,2059 
,2067 
,2080 
,2087 
,2074 
,2057 
,2057 
,2053 
,2045 
,2042 
,2042 
,2038 
,2050 
,2047 
,2057 
,2053 
,2044 
,2045 
,2035 
,2042 
,2025 
,2018 
,2023 
,2028 
,2047 
,2057 
,2061 
,2056 
,2020 
,2037 
,2025 
,2039 
,2029 
,2030 
,2022 
,2036 
,2066 
,2076 
,2076 
,2074 
,2103 
,2100 
,2111 
,2112 
,2126 
,2134 
,2139 
,2147 
,2109 
,2102 
,2060 
,2066 
,2061 
,2051 
,2048 
,2060 
,2074 
,2075 
,2080 
,2074 
,2052 
,2031 
,2022 
,2035 
,2024 
,2018 
,2029 
,2011 
,2008 
,2043 
,2079 
,2066 
,2075 
,2074 
,2078 
,2058 
,2068 
,2042 
,2088 
,2100 
,2133 
,2178 
,2153 
,2134 
,2136 
,2116 
,2123 
,2111 
,2111 
,2088 
,2045 
,2046 
,2052 
,2047 
,2045 
,2061 
,2053 
,2052 
,2014 
,2006 
,2018 
,2035 
,2027 
,2027 
,2027 
,2029 
,2057 
,2063 
,2052 
,2079 
,2102 
,2113 
,2120 
,2112 
,2110 
,2103 
,2107 
,2112 
,2100 
,2132 
,2159 
,2157 
,2166 
,2202 
,2205 
,2215 
,2229 
,2251 
,2249 
,2248 
,2255 
,2261 
,2228 
,2232 
,2225 
,2234 
,2208 
,2193 
,2209 
,2211 
,2207 
,2207 
,2203 
,2198 
,2153 
,2102 
,2118 
,2128 
,2117 
,2129 
,2142 
,2166 
,2158 
,2161 
,2157 
,2156 
,2162 
,2164 
,2141 
,2171 
,2183 
,2227 
,2227 
,2230 
,2203 
,2211 
,2228 
,2240 
,2243 
,2229 
,2215 
,2212 
,2200 
,2176 
,2166 
,2192 
,2218 
,2220 
,2223 
,2196 
,2231 
,2248 
,2259 
,2270 
,2258 
,2239 
,2219 
,2143 
,2128 
,2133 
,2124 
,2109 
,2114 
,2111 
,2114 
,2105 
,2097 
,2080 
,2083 
,2076 
,2099 
,2091 
,2199 
,2108 
,2123 
,2106 
,2102 
,2062 
,2059 
,2070 
,2067 
,2051 
,2047 
,2030 
,2015 
,2006 
,1998 
,2022 
,2045 
,2043 
,2052 
,2005 
,2035 
,2043 
,2076 
,2066 
,2077 
,2075 
,2093 
,2009 
,1969 
,1983 
,2022 
,2022 
,1997 
,2008 
,1996 
,1988 
,1981 
,1959 
,1964 
,2069 
,2086 
,2133 
,2151 
,2162 
,2169 
,2164 
,2190 
,2251 
,2267 
,2277 
,2297 
,2313 
,2326 
,2326 
,2334 
,2322 
,2302 
,2293 
,2305 
,2314 
,2305 
,2309 
,2288 
,2253 
,2225 
,2240 
,2251 
,2248 
,2248 
,2255 
,2240 
,2236 
,2223 
,2180 
,2211 
,2225 
,2226 
,2243 
,2245 
,2250 
,2206 
,2198 
,2196 
,2205 
,2226 
,2242 
,2233 
,2235 
,2213 
,2241 
,2253 
,2244 
,2247 
,2274 
,2323 
,2320 
,2345 
,2332 
,2331 
,2318 
,2261 
,2276 
,2312 
,2276 
,2286 
,2333 
,2321 
,2334 
,2352 
,2351 
,2328 
,2334 
,2370 
,2366 
,2325 
,2341 
,2339 
,2331 
,2379 
,2398 
,2427 
,2445 
,2443 
,2434 
,2442 
,2437 
,2440 
,2421 
,2392 
,2384 
,2364 
,2347 
,2308 
,2363 
,2325 
,2336 
,2330 
,2325 
,2306 
,2327 
,2333 
,2318 
,2290 
,2295 
,2284 
,2289 
,2293 
,2296 
,2270 
,2235 
,2235 
,2220 
,2220 
,2170 
,2190 
,2175 
,2175 
,2184 
,2170 
,2153 
,2081 
,2086 
,2089 
,2087 
,2066 
,2037 
,2041 
,1980 
,1988 
,1983 
,1981 
,1985 
,2014 
,2027 
,2035 
,2023 
,2031 
,2024 
,2018 
,2029 
,2054 
,2056 
,2078 
,2080 
,2077 
,2093 
,2113 
,2115 
,2123 
,2119 
,2110 
,2070 
,2076 
,2068 
,2102 
,2129 
,2124 
,2136 
,2138 
,2137 
,2138 
,2113 
,2112 
,2107 
,2127 
,2118 
,2122 
,2119 
,2096 
,2090 
,2068 
,2033 
,2039 
,2041 
,2042 
,2060 
,2070 
,2075 
,2122 
,2136 
,2130 
,2138 
,2128 
,2140 
,2145 
,2053 
,2048 
,2064 
,2067 
,2059 
,2060 
,2074 
,2084 
,2085 
,2110 
,2119 
,2121 
,2124 
,2111 
,2121 
,2123 
,2139 
,2144 
,2164 
,2177 
,2176 
,2169 
,2160 
,2159 
,2133 
,2126 
,2131 
,2117 
,2138 
,2139 
,2148 
,2151 
,2159 
,2154 
,2186 
,2198 
,2170 
,2165 
,2188 
,2199 
,2197 
,2176 
,2178 
,2217 
,2227 
,2218 
,2239 
,2245 
,2235 
,2226 
,2224 
,2234 
,2229 
,2254 
,2288 
,2304 
,2313 
,2325 
,2314 
,2315 
,2320 
,2299 
,2312 
,2307 
,2329 
,2323 
,2323 
,2348 
,2388 
,2383 
,2392 
,2393 
,2362 
,2356 
,2373 
,2378 
,2374 
,2360 
,2370 
,2383 
,2372 
,2377 
,2411 
,2416 
,2419 
,2432 
,2452 
,2452 
,2454 
,2442 
,2446 
,2408 
,2415 
,2411 
,2416 
,2412 
,2407 
,2387 
,2384 
,2363 
,2364 
,2370 
,2351 
,2319 
,2306 
,2305 
,2310 
,2304 
,2266 
,2281 
,2341 
,2364 
,2358 
,2371 
,2386 
,2397 
,2408 
,2412 
,2406 
,2404 
,2476 
,2457 
,2441 
,2441 
,2427 
,2414 
,2442 
,2470 
,2461 
,2438 
,2453 
,2459 
,2478 
,2440 
,2417 
,2404 
,2382 
,2388 
,2373 
,2374 
,2374 
,2352 
,2365 
,2369 
,2364 
,2351 
,2320 
,2342 
,2336 
,2313 
,2306 
,2296 
,2324 
,2323 
,2306 
,2312 
,2298 
,2241 
,2282 
,2295 
,2291 
,2289 
,2226 
,2164 
,2183 
,2218 
,2201 
,2182 
,2171 
,2197 
,2213 
,2220 
,2202 
,2237 
,2240 
,2221 
,2226 
,2217 
,2257 
,2286 
,2316 
,2331 
,2347 
,2340 
,2332 
,2363 
,2378 
,2424 
,2407 
,2413 
,2397 
,2404 
,2410 
,2419 
,2415 
,2419 
,2449 
,2483 
,2529 
,2534 
,2530 
,2497 
,2507 
,2528 
,2525 
,2536 
,2537 
,2535 
,2505 
,2491 
,2478 
,2484 
,2450 
,2449 
,2414 
,2371 
,2340 
,2369 
,2402 
,2426 
,2453 
,2438 
,2440 
,2422 
,2412 
,2368 
,2378 
,2388 
,2430 
,2424 
,2442 
,2441 
,2500 
,2518 
,2460 
,2470 
,2499 
,2497 
,2486 
,2477 
,2528 
,2524 
,2517 
,2482 
,2510 
,2557 
,2585 
,2574 
,2615 
,2595 
,2617 
,2616 
,2569 
,2554 
,2553 
,2538 
,2603 
,2617 
,2636 
,2627 
,2605 
,2582 
,2579 
,2537 
,2614 
,2645 
,2699 
,2688 
,2690 
,2713 
,2722 
,2712 
,2727 
,2705 
,2760 
,2782 
,2800 
,2817 
,2809 
,2827 
,2821 
,2812 
,2797 
,2784 
,2807 
,2807 
